,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,30310,33.74513889999999,-84.42780429999998,West End Park,33.7419260872835,-84.42497270942442,Park
1,30310,33.74513889999999,-84.42780429999998,Tassili's Raw Reality,33.738452543005025,-84.42239362336925,Vegetarian / Vegan Restaurant
2,30310,33.74513889999999,-84.42780429999998,Lean Draft House,33.738184477357976,-84.43062304337771,Beer Bar
3,30310,33.74513889999999,-84.42780429999998,Ray Charles Performing Arts Center - Morehouse College,33.74403350961334,-84.41682368516922,Concert Hall
4,30310,33.74513889999999,-84.42780429999998,Atlanta BeltLine Corridor over MLK,33.75079043619542,-84.4263625290385,Trail
5,30310,33.74513889999999,-84.42780429999998,Hammond House Museum,33.74124073312512,-84.42093662287472,Art Museum
6,30310,33.74513889999999,-84.42780429999998,Atlanta BeltLine Langhorn to Westview,33.75055754934729,-84.42751128498378,Trail
7,30310,33.74513889999999,-84.42780429999998,Atlanta BeltLine Corridor under Lucile Ave,33.742318,-84.433945,Trail
8,30310,33.74513889999999,-84.42780429999998,Yasin's Homestyle Seafood,33.73819431623333,-84.42303581282674,Seafood Restaurant
9,30310,33.74513889999999,-84.42780429999998,Q-Time Restaurant,33.73809580614483,-84.42437911958231,Southern / Soul Food Restaurant
10,30310,33.74513889999999,-84.42780429999998,WABE Atlanta BeltLine Arboretum,33.747198905762765,-84.43851563744127,Park
11,30310,33.74513889999999,-84.42780429999998,Atlanta BeltLine Corridor under Ralph David Abernathy Blvd,33.739007,-84.433123,Trail
12,30310,33.74513889999999,-84.42780429999998,Busy Bee Cafe,33.75457669375526,-84.41402351728894,Southern / Soul Food Restaurant
13,30310,33.74513889999999,-84.42780429999998,Washington Park Tennis Center,33.75736320221564,-84.42455380823512,Tennis Court
14,30310,33.74513889999999,-84.42780429999998,Healthful Essence,33.73738076364708,-84.41646271933033,Vegetarian / Vegan Restaurant
15,30310,33.74513889999999,-84.42780429999998,Monday Night Garage,33.72940670048745,-84.41830253935484,Brewery
16,30310,33.74513889999999,-84.42780429999998,The Big Apple Inn -Atlanta,33.743103999999995,-84.437842,Southern / Soul Food Restaurant
17,30310,33.74513889999999,-84.42780429999998,600 Degrees Pizza,33.73912493864348,-84.41736145327441,Pizza Place
18,30310,33.74513889999999,-84.42780429999998,Wren's Nest House Museum,33.737749277357786,-84.4223321416356,Museum
19,30310,33.74513889999999,-84.42780429999998,Krispy Kreme Doughnuts,33.73790820000001,-84.41594920000001,Donut Shop
20,30310,33.74513889999999,-84.42780429999998,Atlanta BeltLine Corridor at Lena St,33.756440999999995,-84.424909,Trail
21,30310,33.74513889999999,-84.42780429999998,Johnny M's Pizza Bistro,33.75459880227053,-84.41715745793665,Pizza Place
22,30310,33.74513889999999,-84.42780429999998,Washington Park,33.75830606040731,-84.42143903462213,Park
23,30310,33.74513889999999,-84.42780429999998,Atlanta BeltLine Corridor under I-20,33.751340932672306,-84.43652455047769,Trail
24,30310,33.74513889999999,-84.42780429999998,Popeyes Louisiana Kitchen,33.740866149845665,-84.41445201627046,Fried Chicken Joint
25,30310,33.74513889999999,-84.42780429999998,Wells Fargo,33.73822153407788,-84.41793345295531,Bank
26,30310,33.74513889999999,-84.42780429999998,Q Nails,33.740869891424104,-84.4172157957662,Cosmetics Shop
27,30310,33.74513889999999,-84.42780429999998,Atlanta BeltLine Corridor under Lawton,33.732403288877755,-84.42353669887501,Trail
28,30310,33.74513889999999,-84.42780429999998,West End Print Shop,33.73785020116615,-84.4195947733934,Paper / Office Supplies Store
29,30310,33.74513889999999,-84.42780429999998,Murrell's Cafe,33.7540046,-84.40947259999999,Buffet
30,30314,33.7508376,-84.4459319,WABE Atlanta BeltLine Arboretum,33.747198905762765,-84.43851563744127,Park
31,30314,33.7508376,-84.4459319,Westview Cemetery,33.747015461499025,-84.44804662972923,Cemetery
32,30314,33.7508376,-84.4459319,Atlanta BeltLine Corridor under I-20,33.751340932672306,-84.43652455047769,Trail
33,30314,33.7508376,-84.4459319,The Big Apple Inn -Atlanta,33.743103999999995,-84.437842,Southern / Soul Food Restaurant
34,30314,33.7508376,-84.4459319,Atlanta BeltLine Corridor under Lucile Ave,33.742318,-84.433945,Trail
35,30314,33.7508376,-84.4459319,Lean Draft House,33.738184477357976,-84.43062304337771,Beer Bar
36,30314,33.7508376,-84.4459319,Atlanta BeltLine Corridor over MLK,33.75079043619542,-84.4263625290385,Trail
37,30314,33.7508376,-84.4459319,Atlanta BeltLine Langhorn to Westview,33.75055754934729,-84.42751128498378,Trail
38,30314,33.7508376,-84.4459319,Atlanta BeltLine Corridor under Ralph David Abernathy Blvd,33.739007,-84.433123,Trail
39,30314,33.7508376,-84.4459319,Greens and Gravy,33.743103999999995,-84.437842,New American Restaurant
40,30314,33.7508376,-84.4459319,Sl***y Vegan,33.744971,-84.43956800000002,Vegetarian / Vegan Restaurant
41,30314,33.7508376,-84.4459319,Chevron,33.75262499093622,-84.44517057640553,Gas Station
42,30314,33.7508376,-84.4459319,Family Dollar,33.75138312135442,-84.4655760603675,Discount Store
43,30314,33.7508376,-84.4459319,Shell,33.750889,-84.443442,Gas Station
44,30314,33.7508376,-84.4459319,BP,33.74840021725776,-84.44234052520109,Gas Station
45,30314,33.7508376,-84.4459319,T-Mobile,33.737651,-84.433094,Mobile Phone Shop
46,30314,33.7508376,-84.4459319,Fifth third bank,33.7378919,-84.433252,Bank
47,30314,33.7508376,-84.4459319,Martin Luther King Jr Dr & West Lake Ave,33.751031,-84.444109,Intersection
48,30314,33.7508376,-84.4459319,CVS pharmacy,33.75212910712912,-84.46695178998684,Pharmacy
49,30314,33.7508376,-84.4459319,Elite Cafe,33.750562,-84.450439,Café
50,30314,33.7508376,-84.4459319,BP,33.737834,-84.43478,Gas Station
51,30314,33.7508376,-84.4459319,Church's Chicken,33.73853020432156,-84.43543952703071,Fried Chicken Joint
52,30314,33.7508376,-84.4459319,Popeyes Louisiana Kitchen,33.738192100577415,-84.4344714599553,Fried Chicken Joint
53,30314,33.7508376,-84.4459319,McDonald's,33.75094874211371,-84.46726642550402,Fast Food Restaurant
54,30314,33.7508376,-84.4459319,Anderson Park,33.7557188238903,-84.45471586423835,Park
55,30314,33.7508376,-84.4459319,McGhee Tennis Center,33.73290147366004,-84.44751099641044,Stadium
56,30314,33.7508376,-84.4459319,Dunkin',33.73859612298697,-84.43033584079001,Donut Shop
57,30314,33.7508376,-84.4459319,China Cafeteria,33.73882178797798,-84.43463086100911,Chinese Restaurant
58,30314,33.7508376,-84.4459319,Star Discount Food Mart,33.763317,-84.439139,Convenience Store
59,30314,33.7508376,-84.4459319,M.A. Supermarket,33.752617,-84.46285,Grocery Store
60,30311,33.72350379571845,-84.4707701469968,Han's Chinese,33.72190479566546,-84.46541447350091,Chinese Restaurant
61,30311,33.72350379571845,-84.4707701469968,The Beautiful Restaurant,33.72240161642197,-84.46270538619586,BBQ Joint
62,30311,33.72350379571845,-84.4707701469968,Spice House,33.722714,-84.462047,Caribbean Restaurant
63,30311,33.72350379571845,-84.4707701469968,Cascade Springs Nature Preserve,33.719495120757976,-84.4814825536929,Nature Preserve
64,30311,33.72350379571845,-84.4707701469968,Louisiana Seafood,33.722143796582515,-84.4639522419788,Seafood Restaurant
65,30311,33.72350379571845,-84.4707701469968,Dream Wings,33.72217051924809,-84.4636855813168,Fast Food Restaurant
66,30311,33.72350379571845,-84.4707701469968,Celestial Day Spa,33.719865379425805,-84.48347347575691,Gym / Fitness Center
67,30311,33.72350379571845,-84.4707701469968,Big Daddy's Cafe,33.722102734134644,-84.46354654624095,Southern / Soul Food Restaurant
68,30311,33.72350379571845,-84.4707701469968,Alfred Holmes Golf Course,33.711642277316045,-84.46703698287736,Golf Course
69,30311,33.72350379571845,-84.4707701469968,Family Dollar,33.721681,-84.464493,Discount Store
70,30311,33.72350379571845,-84.4707701469968,CVS/pharmacy,33.72266639881105,-84.46167135881436,Pharmacy
71,30311,33.72350379571845,-84.4707701469968,BP,33.722831,-84.462633,Gas Station
72,30311,33.72350379571845,-84.4707701469968,JR Crickets Halftime,33.72156826264585,-84.46523196890044,American Restaurant
73,30311,33.72350379571845,-84.4707701469968,BUZZ Coffee and Winehouse,33.7222372,-84.4644373,Coffee Shop
74,30311,33.72350379571845,-84.4707701469968,clean and care,33.722128999999995,-84.463849,Dry Cleaner
75,30311,33.72350379571845,-84.4707701469968,C&B Package,33.722215999999996,-84.461831,Liquor Store
76,30311,33.72350379571845,-84.4707701469968,History On Video,33.718838,-84.458458,Business Service
77,30311,33.72350379571845,-84.4707701469968,Adams Park,33.711639961108816,-84.467044508724,Park
78,30311,33.72350379571845,-84.4707701469968,Enterprise,33.73091686,-84.4560896,Rental Car Location
79,30311,33.72350379571845,-84.4707701469968,Childress Dr & Cascade Rd,33.720141,-84.49035,Intersection
80,30315,33.734978000000005,-84.383185,Wood’s Chapel BBQ,33.73655,-84.384982,BBQ Joint
81,30315,33.734978000000005,-84.383185,Halfway Crooks Beer,33.736942,-84.38595600000002,Brewery
82,30315,33.734978000000005,-84.383185,My Friend's Growler Shop,33.73671700174415,-84.37924932302269,Beer Store
83,30315,33.734978000000005,-84.383185,Mediterranea Restaurant and Bakery,33.73155754425442,-84.37685274280726,Mediterranean Restaurant
84,30315,33.734978000000005,-84.383185,The Grant Park Farmers Market,33.73875295445132,-84.37354530060419,Farmers Market
85,30315,33.734978000000005,-84.383185,Grant Park,33.73849130458109,-84.3725612499932,Park
86,30315,33.734978000000005,-84.383185,Eventide Brewing,33.72668528625053,-84.37701307438189,Brewery
87,30315,33.734978000000005,-84.383185,1996 Olympic Games Cauldron,33.74162025811198,-84.38810554098399,Historic Site
88,30315,33.734978000000005,-84.383185,Zoo Atlanta,33.73365342830435,-84.37189907407709,Zoo
89,30315,33.734978000000005,-84.383185,Grant Park Playground,33.737582220931394,-84.37188750961008,Playground
90,30315,33.734978000000005,-84.383185,Turner Field - Green Lot,33.738715409944845,-84.38935441820833,Parking
91,30315,33.734978000000005,-84.383185,Grant Park Coffeehouse,33.73376056361184,-84.37382153912665,Coffee Shop
92,30315,33.734978000000005,-84.383185,Patria Cocina,33.725525509846356,-84.37700815277877,Mexican Restaurant
93,30315,33.734978000000005,-84.383185,Panda Exhibit,33.731033591260406,-84.3717894768165,Zoo Exhibit
94,30315,33.734978000000005,-84.383185,Buteco,33.72511829790324,-84.37712798935912,Coffee Shop
95,30315,33.734978000000005,-84.383185,Nick's Food To Go,33.7474921065436,-84.3797488163443,Greek Restaurant
96,30315,33.734978000000005,-84.383185,Farm Burger,33.7464701,-84.37843579999998,Burger Joint
97,30315,33.734978000000005,-84.383185,Gorilla Exhibit,33.732419916666665,-84.37058508396149,Zoo Exhibit
98,30315,33.734978000000005,-84.383185,Phoenix Park II,33.73508755992699,-84.38228770557792,Track
99,30315,33.734978000000005,-84.383185,Grant Central Pizza & Pasta,33.74222730176126,-84.37345342321022,Pizza Place
100,30315,33.734978000000005,-84.383185,"Scaly, Slimy, Spectacular",33.73262670776736,-84.36947437525305,Zoo Exhibit
